company_name,cik,filing_date,exec_name,name,current_role,age,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,education,start_date,past_roles,board_member,committee_memberships,other_board_memberships,notable_achievements
MCCORMICK & CO INC,0000063754,2021-02-17,Jeffery D. Schwartz,Jeffery D. Schwartz,"Vice President, General Counsel & Secretary",53,623077,800036,29500,150301,2402921,2022,[],2014,[],False,[],[],
MCCORMICK & CO INC,0000063754,2021-02-17,Malcolm Swift,Malcolm Swift,"President, Global Flavor Solutions and Chief Administrative Officer",62,614958,800036,55799,79421,2350221,2022,[],2016,"['President, Global Flavor Solutions and McCormick International', 'President, Global Industrial and McCormick International']",False,[],[],
MCCORMICK & CO INC,0000063754,2020-02-14,Lawrence E. Kurzius,Lawrence E. Kurzius,Chairman and Chief Executive Officer,64,1250000,4300055,103292,472664,10426035,2022,[],2015,"['President and Chief Operating Officer', 'President of the Company’s global consumer business', 'Chief Administrative Officer', 'President of the Company’s international business', 'President of EMEA', 'President of U.S. Consumer Foods', 'Vice President and General Manager of Sales and Marketing for U.S. Consumer Foods', 'President of Zatarain’s']",True,[],['Elanco Animal Health Inc.'],
MCCORMICK & CO INC,0000063754,2020-02-14,Michael R. Smith,Michael R. Smith,Executive Vice President and Chief Financial Officer,58,741346,1150047,41317,197986,3280713,2022,[],2015,"['Senior Vice President, Corporate Finance']",False,[],[],
MCCORMICK & CO INC,0000063754,2020-02-14,Brendan M. Foley,Brendan M. Foley,President and Chief Operating Officer,57,851827,1000067,99679,203010,3154602,2022,[],2017,"['President, Global Consumer, Americas and Asia', 'President, Global Consumer and Americas']",False,[],[],
MCCORMICK & CO INC,0000063754,2020-02-14,Jeffery D. Schwartz,Jeffery D. Schwartz,"Vice President, General Counsel & Secretary",53,623077,800036,29500,150301,2402921,2022,[],2014,[],False,[],[],
MCCORMICK & CO INC,0000063754,2020-02-14,Malcolm Swift,Malcolm Swift,"President, Global Flavor Solutions and Chief Administrative Officer",62,614958,800036,55799,79421,2350221,2022,[],2016,"['President, Global Flavor Solutions and McCormick International', 'President, Global Industrial and McCormick International']",False,[],[],
MCCORMICK & CO INC,0000063754,2019-02-14,Lawrence E. Kurzius,Lawrence E. Kurzius,Chairman and Chief Executive Officer,64,1250000,4300055,103292,472664,10426035,2022,[],2015,"['President and Chief Operating Officer', 'President of the Company’s global consumer business', 'Chief Administrative Officer', 'President of the Company’s international business', 'President of EMEA', 'President of U.S. Consumer Foods', 'Vice President and General Manager of Sales and Marketing for U.S. Consumer Foods', 'President of Zatarain’s']",True,[],['Elanco Animal Health Inc.'],
MCCORMICK & CO INC,0000063754,2019-02-14,Michael R. Smith,Michael R. Smith,Executive Vice President and Chief Financial Officer,58,741346,1150047,41317,197986,3280713,2022,[],2015,"['Senior Vice President, Corporate Finance']",False,[],[],
MCCORMICK & CO INC,0000063754,2019-02-14,Brendan M. Foley,Brendan M. Foley,President and Chief Operating Officer,57,851827,1000067,99679,203010,3154602,2022,[],2017,"['President, Global Consumer, Americas and Asia', 'President, Global Consumer and Americas']",False,[],[],
MCCORMICK & CO INC,0000063754,2019-02-14,Jeffery D. Schwartz,Jeffery D. Schwartz,"Vice President, General Counsel & Secretary",53,623077,800036,29500,150301,2402921,2022,[],2014,[],False,[],[],
MCCORMICK & CO INC,0000063754,2019-02-14,Malcolm Swift,Malcolm Swift,"President, Global Flavor Solutions and Chief Administrative Officer",62,614958,800036,55799,79421,2350221,2022,[],2016,"['President, Global Flavor Solutions and McCormick International', 'President, Global Industrial and McCormick International']",False,[],[],
"Moderna, Inc.",0001682852,2022-03-09,Stéphane Bancel,Stéphane Bancel,Chief Executive Officer,49,,,,,,2021,"[{'degree': 'Master of Engineering', 'field': None, 'university': 'École Centrale Paris', 'year': None}, {'degree': 'Master of Science', 'field': 'Chemical Engineering', 'university': 'University of Minnesota', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Harvard Business School', 'year': None}]",October 2011,"['Chief Executive Officer, bioMérieux SA', 'Managing Director, Belgium, Eli Lilly and Company', 'Executive Director, Global Manufacturing Strategy and Supply Chain, Eli Lilly and Company', 'Asia-Pacific Sales and Marketing Director, bioMérieux']",True,[],"['Qiagen N.V. (2013-2021)', 'Syros Pharmaceuticals, Inc. (2013-2017)']",
"Moderna, Inc.",0001682852,2022-03-09,Juan Andres,Juan Andres,Chief Technical Operations and Quality Officer,57,,,,,,2021,"[{'degree': 'Degree in Pharmacy', 'field': None, 'university': 'Universidad de Alcalá in Spain', 'year': None}]",August 2017,"['Global Head of Technical Operations, Novartis AG', 'Global Head of Quality, Novartis AG', 'Global Head of Technical Research and Development, Novartis AG', 'Vice President, Pharmaceutical Manufacturing, Eli Lilly and Company']",False,[],"['Evelo Biosciences, Inc. (since 2019)', 'Avantor, Inc. (since 2019)']",
"Moderna, Inc.",0001682852,2022-03-09,Paul Burton,Paul Burton,Chief Medical Officer,53,,,,,,2021,"[{'degree': 'M.D.', 'field': None, 'university': 'University of London', 'year': None}, {'degree': 'Ph.D.', 'field': None, 'university': 'Imperial College of London', 'year': None}]",July 2021,"['Chief Global Medical Affairs Officer, Janssen Pharmaceuticals, Johnson & Johnson', 'Vice President and Head, Cardiovascular and Metabolic Medical Affairs, Janssen Pharmaceuticals']",False,[],[],
"Moderna, Inc.",0001682852,2022-03-09,Kate Cronin,Kate Cronin,Chief Brand Officer,56,,,,,,2021,"[{'degree': 'B.A.', 'field': 'Biology', 'university': 'Smith College', 'year': None}]",July 2021,"['Global CEO, Ogilvy Health', 'Global Managing Director, Ogilvy Health', 'Managing Director, Ogilvy Public Relations’ New York office', 'Co-President, Ogilvy Health in the United States', 'Partner, Porter Novelli']",False,[],[],
"Moderna, Inc.",0001682852,2022-03-09,Marcello Damiani,Marcello Damiani,Chief Digital and Operational Excellence Officer,52,,,,,,2021,"[{'degree': 'M.S.', 'field': 'Information Systems Architecture', 'university': 'University of Toulouse, France', 'year': None}, {'degree': 'Executive M.B.A.', 'field': None, 'university': 'TRIUM (London School of Economics, NYU Stern Business School, HEC Paris School of Management)', 'year': None}]",May 2015,"['Senior Vice President and Group Chief Information Officer, bioMérieux', 'Senior Director for Global Networks, Motorola']",False,[],['Cellarity (since 2019)'],
"Moderna, Inc.",0001682852,2021-03-10,Stéphane Bancel,Stéphane Bancel,Chief Executive Officer,49,,,,,,2021,"[{'degree': 'Master of Engineering', 'field': None, 'university': 'École Centrale Paris', 'year': None}, {'degree': 'Master of Science', 'field': 'Chemical Engineering', 'university': 'University of Minnesota', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Harvard Business School', 'year': None}]",October 2011,"['Chief Executive Officer, bioMérieux SA', 'Managing Director, Belgium, Eli Lilly and Company', 'Executive Director, Global Manufacturing Strategy and Supply Chain, Eli Lilly and Company', 'Asia-Pacific Sales and Marketing Director, bioMérieux']",True,[],"['Qiagen N.V. (2013-2021)', 'Syros Pharmaceuticals, Inc. (2013-2017)']",
"Moderna, Inc.",0001682852,2021-03-10,Juan Andres,Juan Andres,Chief Technical Operations and Quality Officer,57,,,,,,2021,"[{'degree': 'Degree in Pharmacy', 'field': None, 'university': 'Universidad de Alcalá in Spain', 'year': None}]",August 2017,"['Global Head of Technical Operations, Novartis AG', 'Global Head of Quality, Novartis AG', 'Global Head of Technical Research and Development, Novartis AG', 'Vice President, Pharmaceutical Manufacturing, Eli Lilly and Company']",True,[],"['Evelo Biosciences, Inc. (since 2019)', 'Avantor, Inc. (since 2019)']",
"Moderna, Inc.",0001682852,2021-03-10,Paul Burton,Paul Burton,Chief Medical Officer,53,,,,,,2021,"[{'degree': 'M.D.', 'field': None, 'university': 'University of London', 'year': None}, {'degree': 'Ph.D.', 'field': None, 'university': 'Imperial College of London', 'year': None}]",July 2021,"['Chief Global Medical Affairs Officer, Janssen Pharmaceuticals', 'Vice President and Head, Cardiovascular and Metabolic Medical Affairs, Janssen Pharmaceuticals']",False,[],[],
"Moderna, Inc.",0001682852,2021-03-10,Kate Cronin,Kate Cronin,Chief Brand Officer,56,,,,,,2021,"[{'degree': 'B.A.', 'field': 'Biology', 'university': 'Smith College', 'year': None}]",July 2021,"['Global CEO, Ogilvy Health', 'Global Managing Director, Ogilvy Health', 'Managing Director, Ogilvy Public Relations’ New York office', 'Co-President, Ogilvy Health in the United States', 'Partner, Porter Novelli']",False,[],[],
"Moderna, Inc.",0001682852,2021-03-10,Marcello Damiani,Marcello Damiani,Chief Digital and Operational Excellence Officer,52,,,,,,2021,"[{'degree': 'M.S.', 'field': 'Information Systems Architecture', 'university': 'University of Toulouse, France', 'year': None}, {'degree': 'Executive M.B.A.', 'field': None, 'university': 'TRIUM (London School of Economics, NYU Stern Business School, HEC Paris School of Management)', 'year': None}]",May 2015,"['Senior Vice President and Group Chief Information Officer, bioMérieux', 'Senior Director for Global Networks, Motorola']",True,[],['Cellarity (since 2019)'],
"Moderna, Inc.",0001682852,2021-03-10,Tracey Franklin,Tracey Franklin,Chief Human Resources Officer,42,,,,,,2021,"[{'degree': 'B.A.', 'field': 'Communication Arts and Sciences', 'university': 'Pennsylvania State University', 'year': None}, {'degree': 'Masters', 'field': 'Industrial and Organizational Psychology', 'university': 'Fairleigh Dickinson University', 'year': None}]",October 2019,"['Vice President, HR Chief Talent and Strategy Officer, Merck & Co., Inc.', 'HR for all divisions in the European region, Merck & Co., Inc.', 'Head of HR for the U.K. and Ireland subsidiaries, Merck & Co., Inc.', 'HR Operations leader, Merck & Co., Inc.']",False,[],[],
"Moderna, Inc.",0001682852,2021-03-10,Stephen Hoge,Stephen Hoge,President,46,,,,,,2021,"[{'degree': 'B.A.', 'field': 'Neuroscience', 'university': 'Amherst College', 'year': None}, {'degree': 'M.D.', 'field': None, 'university': 'University of California, San Francisco', 'year': None}]",January 2013,"['Partner, McKinsey & Company', 'Resident Physician, New York University/Bellevue Hospital']",True,[],"['Axcella Health, Inc. (since 2014)']",
"Moderna, Inc.",0001682852,2021-03-10,Shannon Thyme Klinger,Shannon Thyme Klinger,Chief Legal Officer and Corporate Secretary,50,,,,,,2021,"[{'degree': 'B.A.', 'field': 'Psychology', 'university': 'University of Notre Dame', 'year': None}, {'degree': 'J.D.', 'field': None, 'university': 'University of North Carolina at Chapel Hill', 'year': None}]",June 2021,"['Chief Legal Officer, Novartis', 'Chief Ethics, Risk and Compliance Officer, Novartis', 'Global Head of Litigation, Novartis', 'Global Head of Legal, Sandoz', 'Partner, Alston & Bird']",False,[],"['Association of Corporate Counsel', 'Raffael Holdings, Inc.', 'SIX Group (former)']",
"Moderna, Inc.",0001682852,2021-03-10,David Meline,David Meline,Chief Financial Officer,64,,,,,,2021,"[{'degree': 'Master of Business Administration', 'field': 'Finance', 'university': 'University of Chicago', 'year': None}, {'degree': 'Master of Science', 'field': 'Economics', 'university': 'London School of Economics', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Mechanical Engineering', 'university': 'Iowa State University', 'year': None}]",June 2020,"['Chief Financial Officer and Executive Vice President, Amgen', 'Chief Financial Officer and Senior Vice President, 3M Company', 'Various leadership positions, General Motors']",True,[],['ABB Group (since 2016)'],
"Moderna, Inc.",0001682852,2020-03-16,Stéphane Bancel,Stéphane Bancel,Chief Executive Officer,49,,,,,,2021,"[{'degree': 'Master of Engineering', 'field': None, 'university': 'École Centrale Paris', 'year': None}, {'degree': 'Master of Science', 'field': 'Chemical Engineering', 'university': 'University of Minnesota', 'year': None}, {'degree': 'MBA', 'field': None, 'university': 'Harvard Business School', 'year': None}]",October 2011,"['Chief Executive Officer, bioMérieux SA', 'Managing Director, Belgium, Eli Lilly and Company', 'Executive Director, Global Manufacturing Strategy and Supply Chain, Eli Lilly and Company', 'Asia-Pacific Sales and Marketing Director, bioMérieux']",True,[],"['Qiagen N.V. (2013-2021)', 'Syros Pharmaceuticals, Inc. (2013-2017)']",
"Moderna, Inc.",0001682852,2020-03-16,Juan Andres,Juan Andres,Chief Technical Operations and Quality Officer,57,,,,,,2021,"[{'degree': 'Degree in Pharmacy', 'field': None, 'university': 'Universidad de Alcalá in Spain', 'year': None}]",August 2017,"['Global Head of Technical Operations, Novartis AG', 'Global Head of Quality, Novartis AG', 'Global Head of Technical Research and Development, Novartis AG', 'Vice President, Pharmaceutical Manufacturing, Eli Lilly and Company']",False,[],"['Evelo Biosciences, Inc.', 'Avantor, Inc.']",
"Moderna, Inc.",0001682852,2020-03-16,Paul Burton,Paul Burton,Chief Medical Officer,53,,,,,,2021,"[{'degree': 'MD', 'field': None, 'university': 'University of London', 'year': None}, {'degree': 'PhD', 'field': None, 'university': 'Imperial College of London', 'year': None}]",July 2021,"['Chief Global Medical Affairs Officer, Janssen Pharmaceuticals', 'Vice President and Head, Cardiovascular and Metabolic Medical Affairs, Janssen Pharmaceuticals']",False,[],[],
"Moderna, Inc.",0001682852,2020-03-16,Kate Cronin,Kate Cronin,Chief Brand Officer,56,,,,,,2021,"[{'degree': 'BA', 'field': 'Biology', 'university': 'Smith College', 'year': None}]",July 2021,"['Global CEO, Ogilvy Health', 'Global Managing Director, Ogilvy Health', 'Managing Director, Ogilvy Public Relations’ New York office', 'Co-President, Ogilvy Health in the United States', 'Partner, Porter Novelli']",False,[],[],
"Moderna, Inc.",0001682852,2020-03-16,Marcello Damiani,Marcello Damiani,Chief Digital and Operational Excellence Officer,52,,,,,,2021,"[{'degree': 'MS', 'field': 'Information Systems Architecture', 'university': 'University of Toulouse, France', 'year': None}, {'degree': 'Executive MBA', 'field': None, 'university': 'TRIUM (London School of Economics, NYU Stern Business School, HEC Paris School of Management)', 'year': None}]",May 2015,"['Senior Vice President and Group Chief Information Officer, bioMérieux', 'Senior Director for Global Networks, Motorola']",False,[],['Cellarity'],
"Moderna, Inc.",0001682852,2019-05-15,Stéphane Bancel,Stéphane Bancel,Chief Executive Officer,49,,,,,,2021,"[{'degree': 'Master of Engineering', 'field': None, 'university': 'École Centrale Paris', 'year': None}, {'degree': 'Master of Science', 'field': 'Chemical Engineering', 'university': 'University of Minnesota', 'year': None}, {'degree': 'M.B.A.', 'field': None, 'university': 'Harvard Business School', 'year': None}]",October 2011,"['Chief Executive Officer, bioMérieux SA', 'Managing Director, Belgium, Eli Lilly and Company', 'Executive Director, Global Manufacturing Strategy and Supply Chain, Eli Lilly and Company', 'Asia-Pacific Sales and Marketing Director, bioMérieux']",True,[],"['Qiagen N.V. (2013-2021)', 'Syros Pharmaceuticals, Inc. (2013-2017)']",
